lookup,comp,plan,sex,state,units,age,inprem,reprem,area,effdate,areach,agetype,comm,tobacco,emptype
57811180ESN,005,5781,0,11,000000000,080,0003333,0003333,000,10012019,N,I,N,N,ES
57811181ESN,005,5781,0,11,000000000,081,0003333,0003333,000,10012019,N,I,N,N,ES
57811182ESN,005,5781,0,11,000000000,082,0003333,0003333,000,10012019,N,I,N,N,ES
57811183ESN,005,5781,0,11,000000000,083,0003333,0003333,000,10012019,N,I,N,N,ES
57811184ESN,005,5781,0,11,000000000,084,0003333,0003333,000,10012019,N,I,N,N,ES
57811185ESN,005,5781,0,11,000000000,085,0002781,0002781,000,10012019,N,I,N,N,ES
57811186ESN,005,5781,0,11,000000000,086,0002781,0002781,000,10012019,N,I,N,N,ES
57811187ESN,005,5781,0,11,000000000,087,0002781,0002781,000,10012019,N,I,N,N,ES
57811188ESN,005,5781,0,11,000000000,088,0002781,0002781,000,10012019,N,I,N,N,ES
57811189ESN,005,5781,0,11,000000000,089,0002781,0002781,000,10012019,N,I,N,N,ES
57811190ESN,005,5781,0,11,000000000,090,0002275,0002275,000,10012019,N,I,N,N,ES
57811191ESN,005,5781,0,11,000000000,091,0002275,0002275,000,10012019,N,I,N,N,ES
57811192ESN,005,5781,0,11,000000000,092,0002275,0002275,000,10012019,N,I,N,N,ES
57811193ESN,005,5781,0,11,000000000,093,0002275,0002275,000,10012019,N,I,N,N,ES
57811194ESN,005,5781,0,11,000000000,094,0002275,0002275,000,10012019,N,I,N,N,ES
57811195ESN,005,5781,0,11,000000000,095,0001607,0001607,000,10012019,N,I,N,N,ES
57811196ESN,005,5781,0,11,000000000,096,0001607,0001607,000,10012019,N,I,N,N,ES
57811197ESN,005,5781,0,11,000000000,097,0001607,0001607,000,10012019,N,I,N,N,ES
57811198ESN,005,5781,0,11,000000000,098,0001607,0001607,000,10012019,N,I,N,N,ES
57811199ESN,005,5781,0,11,000000000,099,0001607,0001607,000,10012019,N,I,N,N,ES
578111181FN,005,5781,0,11,000000000,018,0000337,0000337,000,10012019,N,I,N,N,1F
578111191FN,005,5781,0,11,000000000,019,0000337,0000337,000,10012019,N,I,N,N,1F
578111201FN,005,5781,0,11,000000000,020,0000337,0000337,000,10012019,N,I,N,N,1F
578111211FN,005,5781,0,11,000000000,021,0000337,0000337,000,10012019,N,I,N,N,1F
578111221FN,005,5781,0,11,000000000,022,0000337,0000337,000,10012019,N,I,N,N,1F
578111231FN,005,5781,0,11,000000000,023,0000337,0000337,000,10012019,N,I,N,N,1F
578111241FN,005,5781,0,11,000000000,024,0000337,0000337,000,10012019,N,I,N,N,1F
578111251FN,005,5781,0,11,000000000,025,0000337,0000337,000,10012019,N,I,N,N,1F
578111261FN,005,5781,0,11,000000000,026,0000337,0000337,000,10012019,N,I,N,N,1F
578111271FN,005,5781,0,11,000000000,027,0000337,0000337,000,10012019,N,I,N,N,1F
578111281FN,005,5781,0,11,000000000,028,0000337,0000337,000,10012019,N,I,N,N,1F
578111291FN,005,5781,0,11,000000000,029,0000337,0000337,000,10012019,N,I,N,N,1F
578111301FN,005,5781,0,11,000000000,030,0000571,0000571,000,10012019,N,I,N,N,1F
578111311FN,005,5781,0,11,000000000,031,0000571,0000571,000,10012019,N,I,N,N,1F
578111321FN,005,5781,0,11,000000000,032,0000571,0000571,000,10012019,N,I,N,N,1F
578111331FN,005,5781,0,11,000000000,033,0000571,0000571,000,10012019,N,I,N,N,1F
578111341FN,005,5781,0,11,000000000,034,0000571,0000571,000,10012019,N,I,N,N,1F
578111351FN,005,5781,0,11,000000000,035,0000768,0000768,000,10012019,N,I,N,N,1F
578111361FN,005,5781,0,11,000000000,036,0000768,0000768,000,10012019,N,I,N,N,1F
578111371FN,005,5781,0,11,000000000,037,0000768,0000768,000,10012019,N,I,N,N,1F
578111381FN,005,5781,0,11,000000000,038,0000768,0000768,000,10012019,N,I,N,N,1F
578111391FN,005,5781,0,11,000000000,039,0000768,0000768,000,10012019,N,I,N,N,1F
578111401FN,005,5781,0,11,000000000,040,0000985,0000985,000,10012019,N,I,N,N,1F
578111411FN,005,5781,0,11,000000000,041,0000985,0000985,000,10012019,N,I,N,N,1F
578111421FN,005,5781,0,11,000000000,042,0000985,0000985,000,10012019,N,I,N,N,1F
578111431FN,005,5781,0,11,000000000,043,0000985,0000985,000,10012019,N,I,N,N,1F
578111441FN,005,5781,0,11,000000000,044,0000985,0000985,000,10012019,N,I,N,N,1F
578111451FN,005,5781,0,11,000000000,045,0001342,0001342,000,10012019,N,I,N,N,1F
578111461FN,005,5781,0,11,000000000,046,0001342,0001342,000,10012019,N,I,N,N,1F
578111471FN,005,5781,0,11,000000000,047,0001342,0001342,000,10012019,N,I,N,N,1F
578111481FN,005,5781,0,11,000000000,048,0001342,0001342,000,10012019,N,I,N,N,1F
578111491FN,005,5781,0,11,000000000,049,0001342,0001342,000,10012019,N,I,N,N,1F
578111501FN,005,5781,0,11,000000000,050,0001659,0001659,000,10012019,N,I,N,N,1F
578111511FN,005,5781,0,11,000000000,051,0001659,0001659,000,10012019,N,I,N,N,1F
578111521FN,005,5781,0,11,000000000,052,0001659,0001659,000,10012019,N,I,N,N,1F
578111531FN,005,5781,0,11,000000000,053,0001659,0001659,000,10012019,N,I,N,N,1F
578111541FN,005,5781,0,11,000000000,054,0001659,0001659,000,10012019,N,I,N,N,1F
578111551FN,005,5781,0,11,000000000,055,0001856,0001856,000,10012019,N,I,N,N,1F
578111561FN,005,5781,0,11,000000000,056,0001856,0001856,000,10012019,N,I,N,N,1F
578111571FN,005,5781,0,11,000000000,057,0001856,0001856,000,10012019,N,I,N,N,1F
578111581FN,005,5781,0,11,000000000,058,0001856,0001856,000,10012019,N,I,N,N,1F
578111591FN,005,5781,0,11,000000000,059,0001856,0001856,000,10012019,N,I,N,N,1F
578111601FN,005,5781,0,11,000000000,060,0001994,0001994,000,10012019,N,I,N,N,1F
578111611FN,005,5781,0,11,000000000,061,0001994,0001994,000,10012019,N,I,N,N,1F
578111621FN,005,5781,0,11,000000000,062,0001994,0001994,000,10012019,N,I,N,N,1F
578111631FN,005,5781,0,11,000000000,063,0001994,0001994,000,10012019,N,I,N,N,1F
578111641FN,005,5781,0,11,000000000,064,0001994,0001994,000,10012019,N,I,N,N,1F
578111651FN,005,5781,0,11,000000000,065,0002130,0002130,000,10012019,N,I,N,N,1F
578111661FN,005,5781,0,11,000000000,066,0002130,0002130,000,10012019,N,I,N,N,1F
578111671FN,005,5781,0,11,000000000,067,0002130,0002130,000,10012019,N,I,N,N,1F
578111681FN,005,5781,0,11,000000000,068,0002130,0002130,000,10012019,N,I,N,N,1F
578111691FN,005,5781,0,11,000000000,069,0002130,0002130,000,10012019,N,I,N,N,1F
578111701FN,005,5781,0,11,000000000,070,0002060,0002060,000,10012019,N,I,N,N,1F
578111711FN,005,5781,0,11,000000000,071,0002060,0002060,000,10012019,N,I,N,N,1F
578111721FN,005,5781,0,11,000000000,072,0002060,0002060,000,10012019,N,I,N,N,1F
578111731FN,005,5781,0,11,000000000,073,0002060,0002060,000,10012019,N,I,N,N,1F
578111741FN,005,5781,0,11,000000000,074,0002060,0002060,000,10012019,N,I,N,N,1F
578111751FN,005,5781,0,11,000000000,075,0001847,0001847,000,10012019,N,I,N,N,1F
578111761FN,005,5781,0,11,000000000,076,0001847,0001847,000,10012019,N,I,N,N,1F
578111771FN,005,5781,0,11,000000000,077,0001847,0001847,000,10012019,N,I,N,N,1F
578111781FN,005,5781,0,11,000000000,078,0001847,0001847,000,10012019,N,I,N,N,1F
578111791FN,005,5781,0,11,000000000,079,0001847,0001847,000,10012019,N,I,N,N,1F
578111801FN,005,5781,0,11,000000000,080,0001574,0001574,000,10012019,N,I,N,N,1F
578111811FN,005,5781,0,11,000000000,081,0001574,0001574,000,10012019,N,I,N,N,1F
578111821FN,005,5781,0,11,000000000,082,0001574,0001574,000,10012019,N,I,N,N,1F
578111831FN,005,5781,0,11,000000000,083,0001574,0001574,000,10012019,N,I,N,N,1F
578111841FN,005,5781,0,11,000000000,084,0001574,0001574,000,10012019,N,I,N,N,1F
578111851FN,005,5781,0,11,000000000,085,0001315,0001315,000,10012019,N,I,N,N,1F
578111861FN,005,5781,0,11,000000000,086,0001315,0001315,000,10012019,N,I,N,N,1F
578111871FN,005,5781,0,11,000000000,087,0001315,0001315,000,10012019,N,I,N,N,1F
578111881FN,005,5781,0,11,000000000,088,0001315,0001315,000,10012019,N,I,N,N,1F
578111891FN,005,5781,0,11,000000000,089,0001315,0001315,000,10012019,N,I,N,N,1F
578111901FN,005,5781,0,11,000000000,090,0001065,0001065,000,10012019,N,I,N,N,1F
578111911FN,005,5781,0,11,000000000,091,0001065,0001065,000,10012019,N,I,N,N,1F
578111921FN,005,5781,0,11,000000000,092,0001065,0001065,000,10012019,N,I,N,N,1F
578111931FN,005,5781,0,11,000000000,093,0001065,0001065,000,10012019,N,I,N,N,1F
578111941FN,005,5781,0,11,000000000,094,0001065,0001065,000,10012019,N,I,N,N,1F
578111951FN,005,5781,0,11,000000000,095,0000696,0000696,000,10012019,N,I,N,N,1F
578111961FN,005,5781,0,11,000000000,096,0000696,0000696,000,10012019,N,I,N,N,1F
578111971FN,005,5781,0,11,000000000,097,0000696,0000696,000,10012019,N,I,N,N,1F
578111981FN,005,5781,0,11,000000000,098,0000696,0000696,000,10012019,N,I,N,N,1F
578111991FN,005,5781,0,11,000000000,099,0000696,0000696,000,10012019,N,I,N,N,1F
578111182FN,005,5781,0,11,000000000,018,0000556,0000556,000,10012019,N,I,N,N,2F
578111192FN,005,5781,0,11,000000000,019,0000556,0000556,000,10012019,N,I,N,N,2F
578111202FN,005,5781,0,11,000000000,020,0000556,0000556,000,10012019,N,I,N,N,2F
578111212FN,005,5781,0,11,000000000,021,0000556,0000556,000,10012019,N,I,N,N,2F
578111222FN,005,5781,0,11,000000000,022,0000556,0000556,000,10012019,N,I,N,N,2F
578111232FN,005,5781,0,11,000000000,023,0000556,0000556,000,10012019,N,I,N,N,2F
578111242FN,005,5781,0,11,000000000,024,0000556,0000556,000,10012019,N,I,N,N,2F
578111252FN,005,5781,0,11,000000000,025,0000556,0000556,000,10012019,N,I,N,N,2F
578111262FN,005,5781,0,11,000000000,026,0000556,0000556,000,10012019,N,I,N,N,2F
578111272FN,005,5781,0,11,000000000,027,0000556,0000556,000,10012019,N,I,N,N,2F
578111282FN,005,5781,0,11,000000000,028,0000556,0000556,000,10012019,N,I,N,N,2F
578111292FN,005,5781,0,11,000000000,029,0000556,0000556,000,10012019,N,I,N,N,2F
578111302FN,005,5781,0,11,000000000,030,0000981,0000981,000,10012019,N,I,N,N,2F
578111312FN,005,5781,0,11,000000000,031,0000981,0000981,000,10012019,N,I,N,N,2F
578111322FN,005,5781,0,11,000000000,032,0000981,0000981,000,10012019,N,I,N,N,2F
578111332FN,005,5781,0,11,000000000,033,0000981,0000981,000,10012019,N,I,N,N,2F
578111342FN,005,5781,0,11,000000000,034,0000981,0000981,000,10012019,N,I,N,N,2F
578111352FN,005,5781,0,11,000000000,035,0001360,0001360,000,10012019,N,I,N,N,2F
578111362FN,005,5781,0,11,000000000,036,0001360,0001360,000,10012019,N,I,N,N,2F
578111372FN,005,5781,0,11,000000000,037,0001360,0001360,000,10012019,N,I,N,N,2F
578111382FN,005,5781,0,11,000000000,038,0001360,0001360,000,10012019,N,I,N,N,2F
578111392FN,005,5781,0,11,000000000,039,0001360,0001360,000,10012019,N,I,N,N,2F
578111402FN,005,5781,0,11,000000000,040,0001789,0001789,000,10012019,N,I,N,N,2F
578111412FN,005,5781,0,11,000000000,041,0001789,0001789,000,10012019,N,I,N,N,2F
578111422FN,005,5781,0,11,000000000,042,0001789,0001789,000,10012019,N,I,N,N,2F
578111432FN,005,5781,0,11,000000000,043,0001789,0001789,000,10012019,N,I,N,N,2F
578111442FN,005,5781,0,11,000000000,044,0001789,0001789,000,10012019,N,I,N,N,2F
578111452FN,005,5781,0,11,000000000,045,0002393,0002393,000,10012019,N,I,N,N,2F
578111462FN,005,5781,0,11,000000000,046,0002393,0002393,000,10012019,N,I,N,N,2F
578111472FN,005,5781,0,11,000000000,047,0002393,0002393,000,10012019,N,I,N,N,2F
578111482FN,005,5781,0,11,000000000,048,0002393,0002393,000,10012019,N,I,N,N,2F
578111492FN,005,5781,0,11,000000000,049,0002393,0002393,000,10012019,N,I,N,N,2F
578111502FN,005,5781,0,11,000000000,050,0003197,0003197,000,10012019,N,I,N,N,2F
578111512FN,005,5781,0,11,000000000,051,0003197,0003197,000,10012019,N,I,N,N,2F
578111522FN,005,5781,0,11,000000000,052,0003197,0003197,000,10012019,N,I,N,N,2F
578111532FN,005,5781,0,11,000000000,053,0003197,0003197,000,10012019,N,I,N,N,2F
578111542FN,005,5781,0,11,000000000,054,0003197,0003197,000,10012019,N,I,N,N,2F
578111552FN,005,5781,0,11,000000000,055,0003659,0003659,000,10012019,N,I,N,N,2F
578111562FN,005,5781,0,11,000000000,056,0003659,0003659,000,10012019,N,I,N,N,2F
578111572FN,005,5781,0,11,000000000,057,0003659,0003659,000,10012019,N,I,N,N,2F
578111582FN,005,5781,0,11,000000000,058,0003659,0003659,000,10012019,N,I,N,N,2F
578111592FN,005,5781,0,11,000000000,059,0003659,0003659,000,10012019,N,I,N,N,2F
578111602FN,005,5781,0,11,000000000,060,0003982,0003982,000,10012019,N,I,N,N,2F
578111612FN,005,5781,0,11,000000000,061,0003982,0003982,000,10012019,N,I,N,N,2F
578111622FN,005,5781,0,11,000000000,062,0003982,0003982,000,10012019,N,I,N,N,2F
578111632FN,005,5781,0,11,000000000,063,0003982,0003982,000,10012019,N,I,N,N,2F
578111642FN,005,5781,0,11,000000000,064,0003982,0003982,000,10012019,N,I,N,N,2F
578111652FN,005,5781,0,11,000000000,065,0004284,0004284,000,10012019,N,I,N,N,2F
578111662FN,005,5781,0,11,000000000,066,0004284,0004284,000,10012019,N,I,N,N,2F
578111672FN,005,5781,0,11,000000000,067,0004284,0004284,000,10012019,N,I,N,N,2F
578111682FN,005,5781,0,11,000000000,068,0004284,0004284,000,10012019,N,I,N,N,2F
578111692FN,005,5781,0,11,000000000,069,0004284,0004284,000,10012019,N,I,N,N,2F
578111702FN,005,5781,0,11,000000000,070,0004272,0004272,000,10012019,N,I,N,N,2F
578111712FN,005,5781,0,11,000000000,071,0004272,0004272,000,10012019,N,I,N,N,2F
578111722FN,005,5781,0,11,000000000,072,0004272,0004272,000,10012019,N,I,N,N,2F
578111732FN,005,5781,0,11,000000000,073,0004272,0004272,000,10012019,N,I,N,N,2F
578111742FN,005,5781,0,11,000000000,074,0004272,0004272,000,10012019,N,I,N,N,2F
578111752FN,005,5781,0,11,000000000,075,0003908,0003908,000,10012019,N,I,N,N,2F
578111762FN,005,5781,0,11,000000000,076,0003908,0003908,000,10012019,N,I,N,N,2F
578111772FN,005,5781,0,11,000000000,077,0003908,0003908,000,10012019,N,I,N,N,2F
578111782FN,005,5781,0,11,000000000,078,0003908,0003908,000,10012019,N,I,N,N,2F
578111792FN,005,5781,0,11,000000000,079,0003908,0003908,000,10012019,N,I,N,N,2F
578111802FN,005,5781,0,11,000000000,080,0003377,0003377,000,10012019,N,I,N,N,2F
578111812FN,005,5781,0,11,000000000,081,0003377,0003377,000,10012019,N,I,N,N,2F
578111822FN,005,5781,0,11,000000000,082,0003377,0003377,000,10012019,N,I,N,N,2F
578111832FN,005,5781,0,11,000000000,083,0003377,0003377,000,10012019,N,I,N,N,2F
578111842FN,005,5781,0,11,000000000,084,0003377,0003377,000,10012019,N,I,N,N,2F
578111852FN,005,5781,0,11,000000000,085,0002824,0002824,000,10012019,N,I,N,N,2F
578111862FN,005,5781,0,11,000000000,086,0002824,0002824,000,10012019,N,I,N,N,2F
578111872FN,005,5781,0,11,000000000,087,0002824,0002824,000,10012019,N,I,N,N,2F
578111882FN,005,5781,0,11,000000000,088,0002824,0002824,000,10012019,N,I,N,N,2F
578111892FN,005,5781,0,11,000000000,089,0002824,0002824,000,10012019,N,I,N,N,2F
578111902FN,005,5781,0,11,000000000,090,0002318,0002318,000,10012019,N,I,N,N,2F
578111912FN,005,5781,0,11,000000000,091,0002318,0002318,000,10012019,N,I,N,N,2F
578111922FN,005,5781,0,11,000000000,092,0002318,0002318,000,10012019,N,I,N,N,2F
578111932FN,005,5781,0,11,000000000,093,0002318,0002318,000,10012019,N,I,N,N,2F
578111942FN,005,5781,0,11,000000000,094,0002318,0002318,000,10012019,N,I,N,N,2F
578111952FN,005,5781,0,11,000000000,095,0001651,0001651,000,10012019,N,I,N,N,2F
578111962FN,005,5781,0,11,000000000,096,0001651,0001651,000,10012019,N,I,N,N,2F
578111972FN,005,5781,0,11,000000000,097,0001651,0001651,000,10012019,N,I,N,N,2F
578111982FN,005,5781,0,11,000000000,098,0001651,0001651,000,10012019,N,I,N,N,2F
578111992FN,005,5781,0,11,000000000,099,0001651,0001651,000,10012019,N,I,N,N,2F
57811118EES,005,5781,0,11,000000000,018,0000694,0000694,000,10012019,N,I,N,S,EE
57811119EES,005,5781,0,11,000000000,019,0000694,0000694,000,10012019,N,I,N,S,EE
57811120EES,005,5781,0,11,000000000,020,0000694,0000694,000,10012019,N,I,N,S,EE
57811121EES,005,5781,0,11,000000000,021,0000694,0000694,000,10012019,N,I,N,S,EE
57811122EES,005,5781,0,11,000000000,022,0000694,0000694,000,10012019,N,I,N,S,EE
57811123EES,005,5781,0,11,000000000,023,0000694,0000694,000,10012019,N,I,N,S,EE
57811124EES,005,5781,0,11,000000000,024,0000694,0000694,000,10012019,N,I,N,S,EE
57811125EES,005,5781,0,11,000000000,025,0000694,0000694,000,10012019,N,I,N,S,EE
57811126EES,005,5781,0,11,000000000,026,0000694,0000694,000,10012019,N,I,N,S,EE
57811127EES,005,5781,0,11,000000000,027,0000694,0000694,000,10012019,N,I,N,S,EE
57811128EES,005,5781,0,11,000000000,028,0000694,0000694,000,10012019,N,I,N,S,EE
57811129EES,005,5781,0,11,000000000,029,0000694,0000694,000,10012019,N,I,N,S,EE
57811130EES,005,5781,0,11,000000000,030,0001279,0001279,000,10012019,N,I,N,S,EE
57811131EES,005,5781,0,11,000000000,031,0001279,0001279,000,10012019,N,I,N,S,EE
57811132EES,005,5781,0,11,000000000,032,0001279,0001279,000,10012019,N,I,N,S,EE
57811133EES,005,5781,0,11,000000000,033,0001279,0001279,000,10012019,N,I,N,S,EE
57811134EES,005,5781,0,11,000000000,034,0001279,0001279,000,10012019,N,I,N,S,EE
57811135EES,005,5781,0,11,000000000,035,0001807,0001807,000,10012019,N,I,N,S,EE
57811136EES,005,5781,0,11,000000000,036,0001807,0001807,000,10012019,N,I,N,S,EE
57811137EES,005,5781,0,11,000000000,037,0001807,0001807,000,10012019,N,I,N,S,EE
57811138EES,005,5781,0,11,000000000,038,0001807,0001807,000,10012019,N,I,N,S,EE
57811139EES,005,5781,0,11,000000000,039,0001807,0001807,000,10012019,N,I,N,S,EE
57811140EES,005,5781,0,11,000000000,040,0002436,0002436,000,10012019,N,I,N,S,EE
57811141EES,005,5781,0,11,000000000,041,0002436,0002436,000,10012019,N,I,N,S,EE
57811142EES,005,5781,0,11,000000000,042,0002436,0002436,000,10012019,N,I,N,S,EE
57811143EES,005,5781,0,11,000000000,043,0002436,0002436,000,10012019,N,I,N,S,EE
57811144EES,005,5781,0,11,000000000,044,0002436,0002436,000,10012019,N,I,N,S,EE
57811145EES,005,5781,0,11,000000000,045,0003531,0003531,000,10012019,N,I,N,S,EE
57811146EES,005,5781,0,11,000000000,046,0003531,0003531,000,10012019,N,I,N,S,EE
57811147EES,005,5781,0,11,000000000,047,0003531,0003531,000,10012019,N,I,N,S,EE
57811148EES,005,5781,0,11,000000000,048,0003531,0003531,000,10012019,N,I,N,S,EE
57811149EES,005,5781,0,11,000000000,049,0003531,0003531,000,10012019,N,I,N,S,EE
57811150EES,005,5781,0,11,000000000,050,0004606,0004606,000,10012019,N,I,N,S,EE
57811151EES,005,5781,0,11,000000000,051,0004606,0004606,000,10012019,N,I,N,S,EE
57811152EES,005,5781,0,11,000000000,052,0004606,0004606,000,10012019,N,I,N,S,EE
57811153EES,005,5781,0,11,000000000,053,0004606,0004606,000,10012019,N,I,N,S,EE
57811154EES,005,5781,0,11,000000000,054,0004606,0004606,000,10012019,N,I,N,S,EE
57811155EES,005,5781,0,11,000000000,055,0005405,0005405,000,10012019,N,I,N,S,EE
57811156EES,005,5781,0,11,000000000,056,0005405,0005405,000,10012019,N,I,N,S,EE
57811157EES,005,5781,0,11,000000000,057,0005405,0005405,000,10012019,N,I,N,S,EE
57811158EES,005,5781,0,11,000000000,058,0005405,0005405,000,10012019,N,I,N,S,EE
57811159EES,005,5781,0,11,000000000,059,0005405,0005405,000,10012019,N,I,N,S,EE
57811160EES,005,5781,0,11,000000000,060,0006121,0006121,000,10012019,N,I,N,S,EE
57811161EES,005,5781,0,11,000000000,061,0006121,0006121,000,10012019,N,I,N,S,EE
57811162EES,005,5781,0,11,000000000,062,0006121,0006121,000,10012019,N,I,N,S,EE
57811163EES,005,5781,0,11,000000000,063,0006121,0006121,000,10012019,N,I,N,S,EE
57811164EES,005,5781,0,11,000000000,064,0006121,0006121,000,10012019,N,I,N,S,EE
57811165EES,005,5781,0,11,000000000,065,0006837,0006837,000,10012019,N,I,N,S,EE
57811166EES,005,5781,0,11,000000000,066,0006837,0006837,000,10012019,N,I,N,S,EE
57811167EES,005,5781,0,11,000000000,067,0006837,0006837,000,10012019,N,I,N,S,EE
57811168EES,005,5781,0,11,000000000,068,0006837,0006837,000,10012019,N,I,N,S,EE
57811169EES,005,5781,0,11,000000000,069,0006837,0006837,000,10012019,N,I,N,S,EE
57811170EES,005,5781,0,11,000000000,070,0006890,0006890,000,10012019,N,I,N,S,EE
57811171EES,005,5781,0,11,000000000,071,0006890,0006890,000,10012019,N,I,N,S,EE
57811172EES,005,5781,0,11,000000000,072,0006890,0006890,000,10012019,N,I,N,S,EE
57811173EES,005,5781,0,11,000000000,073,0006890,0006890,000,10012019,N,I,N,S,EE
57811174EES,005,5781,0,11,000000000,074,0006890,0006890,000,10012019,N,I,N,S,EE
57811175EES,005,5781,0,11,000000000,075,0006306,0006306,000,10012019,N,I,N,S,EE
57811176EES,005,5781,0,11,000000000,076,0006306,0006306,000,10012019,N,I,N,S,EE
57811177EES,005,5781,0,11,000000000,077,0006306,0006306,000,10012019,N,I,N,S,EE
57811178EES,005,5781,0,11,000000000,078,0006306,0006306,000,10012019,N,I,N,S,EE
57811179EES,005,5781,0,11,000000000,079,0006306,0006306,000,10012019,N,I,N,S,EE
57811180EES,005,5781,0,11,000000000,080,0005282,0005282,000,10012019,N,I,N,S,EE
57811181EES,005,5781,0,11,000000000,081,0005282,0005282,000,10012019,N,I,N,S,EE
57811182EES,005,5781,0,11,000000000,082,0005282,0005282,000,10012019,N,I,N,S,EE
57811183EES,005,5781,0,11,000000000,083,0005282,0005282,000,10012019,N,I,N,S,EE
57811184EES,005,5781,0,11,000000000,084,0005282,0005282,000,10012019,N,I,N,S,EE
57811185EES,005,5781,0,11,000000000,085,0004327,0004327,000,10012019,N,I,N,S,EE
57811186EES,005,5781,0,11,000000000,086,0004327,0004327,000,10012019,N,I,N,S,EE
57811187EES,005,5781,0,11,000000000,087,0004327,0004327,000,10012019,N,I,N,S,EE
57811188EES,005,5781,0,11,000000000,088,0004327,0004327,000,10012019,N,I,N,S,EE
57811189EES,005,5781,0,11,000000000,089,0004327,0004327,000,10012019,N,I,N,S,EE
