lookup,comp,plan,sex,state,units,age,inprem,reprem,area,effdate,areach,agetype,comm,tobacco,class,ratetype,emptype
577544552FN,005,5775,0,44,000000000,055,0003929,0003929,000,10142019,N,I,N,N,,,2F
577544562FN,005,5775,0,44,000000000,056,0003929,0003929,000,10142019,N,I,N,N,,,2F
577544572FN,005,5775,0,44,000000000,057,0003929,0003929,000,10142019,N,I,N,N,,,2F
577544582FN,005,5775,0,44,000000000,058,0003929,0003929,000,10142019,N,I,N,N,,,2F
577544592FN,005,5775,0,44,000000000,059,0003929,0003929,000,10142019,N,I,N,N,,,2F
577544602FN,005,5775,0,44,000000000,060,0004917,0004917,000,10142019,N,I,N,N,,,2F
577544612FN,005,5775,0,44,000000000,061,0004917,0004917,000,10142019,N,I,N,N,,,2F
577544622FN,005,5775,0,44,000000000,062,0004917,0004917,000,10142019,N,I,N,N,,,2F
577544632FN,005,5775,0,44,000000000,063,0004917,0004917,000,10142019,N,I,N,N,,,2F
577544642FN,005,5775,0,44,000000000,064,0004917,0004917,000,10142019,N,I,N,N,,,2F
577544652FN,005,5775,0,44,000000000,065,0006354,0006354,000,10142019,N,I,N,N,,,2F
577544662FN,005,5775,0,44,000000000,066,0006354,0006354,000,10142019,N,I,N,N,,,2F
577544672FN,005,5775,0,44,000000000,067,0006354,0006354,000,10142019,N,I,N,N,,,2F
577544682FN,005,5775,0,44,000000000,068,0006354,0006354,000,10142019,N,I,N,N,,,2F
577544692FN,005,5775,0,44,000000000,069,0006354,0006354,000,10142019,N,I,N,N,,,2F
577544702FN,005,5775,0,44,000000000,070,0007469,0007469,000,10142019,N,I,N,N,,,2F
577544712FN,005,5775,0,44,000000000,071,0007469,0007469,000,10142019,N,I,N,N,,,2F
577544722FN,005,5775,0,44,000000000,072,0007469,0007469,000,10142019,N,I,N,N,,,2F
577544732FN,005,5775,0,44,000000000,073,0007469,0007469,000,10142019,N,I,N,N,,,2F
577544742FN,005,5775,0,44,000000000,074,0007469,0007469,000,10142019,N,I,N,N,,,2F
577544752FN,005,5775,0,44,000000000,075,0008208,0008208,000,10142019,N,I,N,N,,,2F
577544762FN,005,5775,0,44,000000000,076,0008208,0008208,000,10142019,N,I,N,N,,,2F
577544772FN,005,5775,0,44,000000000,077,0008208,0008208,000,10142019,N,I,N,N,,,2F
577544782FN,005,5775,0,44,000000000,078,0008208,0008208,000,10142019,N,I,N,N,,,2F
577544792FN,005,5775,0,44,000000000,079,0008208,0008208,000,10142019,N,I,N,N,,,2F
577544802FN,005,5775,0,44,000000000,080,0008662,0008662,000,10142019,N,I,N,N,,,2F
577544812FN,005,5775,0,44,000000000,081,0008662,0008662,000,10142019,N,I,N,N,,,2F
577544822FN,005,5775,0,44,000000000,082,0008662,0008662,000,10142019,N,I,N,N,,,2F
577544832FN,005,5775,0,44,000000000,083,0008662,0008662,000,10142019,N,I,N,N,,,2F
577544842FN,005,5775,0,44,000000000,084,0008662,0008662,000,10142019,N,I,N,N,,,2F
577544852FN,005,5775,0,44,000000000,085,0008960,0008960,000,10142019,N,I,N,N,,,2F
577544862FN,005,5775,0,44,000000000,086,0008960,0008960,000,10142019,N,I,N,N,,,2F
577544872FN,005,5775,0,44,000000000,087,0008960,0008960,000,10142019,N,I,N,N,,,2F
577544882FN,005,5775,0,44,000000000,088,0008960,0008960,000,10142019,N,I,N,N,,,2F
577544892FN,005,5775,0,44,000000000,089,0008960,0008960,000,10142019,N,I,N,N,,,2F
577544902FN,005,5775,0,44,000000000,090,0009384,0009384,000,10142019,N,I,N,N,,,2F
577544912FN,005,5775,0,44,000000000,091,0009384,0009384,000,10142019,N,I,N,N,,,2F
577544922FN,005,5775,0,44,000000000,092,0009384,0009384,000,10142019,N,I,N,N,,,2F
577544932FN,005,5775,0,44,000000000,093,0009384,0009384,000,10142019,N,I,N,N,,,2F
577544942FN,005,5775,0,44,000000000,094,0009384,0009384,000,10142019,N,I,N,N,,,2F
577544952FN,005,5775,0,44,000000000,095,0009598,0009598,000,10142019,N,I,N,N,,,2F
577544962FN,005,5775,0,44,000000000,096,0009598,0009598,000,10142019,N,I,N,N,,,2F
577544972FN,005,5775,0,44,000000000,097,0009598,0009598,000,10142019,N,I,N,N,,,2F
577544982FN,005,5775,0,44,000000000,098,0009598,0009598,000,10142019,N,I,N,N,,,2F
577544992FN,005,5775,0,44,000000000,099,0009598,0009598,000,10142019,N,I,N,N,,,2F
57754418EES,005,5775,0,44,000000000,018,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754419EES,005,5775,0,44,000000000,019,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754420EES,005,5775,0,44,000000000,020,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754421EES,005,5775,0,44,000000000,021,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754422EES,005,5775,0,44,000000000,022,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754423EES,005,5775,0,44,000000000,023,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754424EES,005,5775,0,44,000000000,024,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754425EES,005,5775,0,44,000000000,025,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754426EES,005,5775,0,44,000000000,026,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754427EES,005,5775,0,44,000000000,027,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754428EES,005,5775,0,44,000000000,028,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754429EES,005,5775,0,44,000000000,029,0000571,0000571,000,10142019,N,I,N,S,,,EE
57754430EES,005,5775,0,44,000000000,030,0001061,0001061,000,10142019,N,I,N,S,,,EE
57754431EES,005,5775,0,44,000000000,031,0001061,0001061,000,10142019,N,I,N,S,,,EE
57754432EES,005,5775,0,44,000000000,032,0001061,0001061,000,10142019,N,I,N,S,,,EE
57754433EES,005,5775,0,44,000000000,033,0001061,0001061,000,10142019,N,I,N,S,,,EE
57754434EES,005,5775,0,44,000000000,034,0001061,0001061,000,10142019,N,I,N,S,,,EE
57754435EES,005,5775,0,44,000000000,035,0001523,0001523,000,10142019,N,I,N,S,,,EE
57754436EES,005,5775,0,44,000000000,036,0001523,0001523,000,10142019,N,I,N,S,,,EE
57754437EES,005,5775,0,44,000000000,037,0001523,0001523,000,10142019,N,I,N,S,,,EE
57754438EES,005,5775,0,44,000000000,038,0001523,0001523,000,10142019,N,I,N,S,,,EE
57754439EES,005,5775,0,44,000000000,039,0001523,0001523,000,10142019,N,I,N,S,,,EE
57754440EES,005,5775,0,44,000000000,040,0002139,0002139,000,10142019,N,I,N,S,,,EE
57754441EES,005,5775,0,44,000000000,041,0002139,0002139,000,10142019,N,I,N,S,,,EE
57754442EES,005,5775,0,44,000000000,042,0002139,0002139,000,10142019,N,I,N,S,,,EE
57754443EES,005,5775,0,44,000000000,043,0002139,0002139,000,10142019,N,I,N,S,,,EE
57754444EES,005,5775,0,44,000000000,044,0002139,0002139,000,10142019,N,I,N,S,,,EE
57754445EES,005,5775,0,44,000000000,045,0003105,0003105,000,10142019,N,I,N,S,,,EE
57754446EES,005,5775,0,44,000000000,046,0003105,0003105,000,10142019,N,I,N,S,,,EE
57754447EES,005,5775,0,44,000000000,047,0003105,0003105,000,10142019,N,I,N,S,,,EE
57754448EES,005,5775,0,44,000000000,048,0003105,0003105,000,10142019,N,I,N,S,,,EE
57754449EES,005,5775,0,44,000000000,049,0003105,0003105,000,10142019,N,I,N,S,,,EE
57754450EES,005,5775,0,44,000000000,050,0004239,0004239,000,10142019,N,I,N,S,,,EE
57754451EES,005,5775,0,44,000000000,051,0004239,0004239,000,10142019,N,I,N,S,,,EE
57754452EES,005,5775,0,44,000000000,052,0004239,0004239,000,10142019,N,I,N,S,,,EE
57754453EES,005,5775,0,44,000000000,053,0004239,0004239,000,10142019,N,I,N,S,,,EE
57754454EES,005,5775,0,44,000000000,054,0004239,0004239,000,10142019,N,I,N,S,,,EE
57754455EES,005,5775,0,44,000000000,055,0005541,0005541,000,10142019,N,I,N,S,,,EE
57754456EES,005,5775,0,44,000000000,056,0005541,0005541,000,10142019,N,I,N,S,,,EE
57754457EES,005,5775,0,44,000000000,057,0005541,0005541,000,10142019,N,I,N,S,,,EE
57754458EES,005,5775,0,44,000000000,058,0005541,0005541,000,10142019,N,I,N,S,,,EE
57754459EES,005,5775,0,44,000000000,059,0005541,0005541,000,10142019,N,I,N,S,,,EE
57754460EES,005,5775,0,44,000000000,060,0007204,0007204,000,10142019,N,I,N,S,,,EE
57754461EES,005,5775,0,44,000000000,061,0007204,0007204,000,10142019,N,I,N,S,,,EE
57754462EES,005,5775,0,44,000000000,062,0007204,0007204,000,10142019,N,I,N,S,,,EE
57754463EES,005,5775,0,44,000000000,063,0007204,0007204,000,10142019,N,I,N,S,,,EE
57754464EES,005,5775,0,44,000000000,064,0007204,0007204,000,10142019,N,I,N,S,,,EE
57754465EES,005,5775,0,44,000000000,065,0009693,0009693,000,10142019,N,I,N,S,,,EE
57754466EES,005,5775,0,44,000000000,066,0009693,0009693,000,10142019,N,I,N,S,,,EE
57754467EES,005,5775,0,44,000000000,067,0009693,0009693,000,10142019,N,I,N,S,,,EE
57754468EES,005,5775,0,44,000000000,068,0009693,0009693,000,10142019,N,I,N,S,,,EE
57754469EES,005,5775,0,44,000000000,069,0009693,0009693,000,10142019,N,I,N,S,,,EE
57754470EES,005,5775,0,44,000000000,070,0011856,0011856,000,10142019,N,I,N,S,,,EE
57754471EES,005,5775,0,44,000000000,071,0011856,0011856,000,10142019,N,I,N,S,,,EE
57754472EES,005,5775,0,44,000000000,072,0011856,0011856,000,10142019,N,I,N,S,,,EE
57754473EES,005,5775,0,44,000000000,073,0011856,0011856,000,10142019,N,I,N,S,,,EE
57754474EES,005,5775,0,44,000000000,074,0011856,0011856,000,10142019,N,I,N,S,,,EE
57754475EES,005,5775,0,44,000000000,075,0013652,0013652,000,10142019,N,I,N,S,,,EE
57754476EES,005,5775,0,44,000000000,076,0013652,0013652,000,10142019,N,I,N,S,,,EE
57754477EES,005,5775,0,44,000000000,077,0013652,0013652,000,10142019,N,I,N,S,,,EE
57754478EES,005,5775,0,44,000000000,078,0013652,0013652,000,10142019,N,I,N,S,,,EE
57754479EES,005,5775,0,44,000000000,079,0013652,0013652,000,10142019,N,I,N,S,,,EE
57754480EES,005,5775,0,44,000000000,080,0014319,0014319,000,10142019,N,I,N,S,,,EE
57754481EES,005,5775,0,44,000000000,081,0014319,0014319,000,10142019,N,I,N,S,,,EE
57754482EES,005,5775,0,44,000000000,082,0014319,0014319,000,10142019,N,I,N,S,,,EE
57754483EES,005,5775,0,44,000000000,083,0014319,0014319,000,10142019,N,I,N,S,,,EE
57754484EES,005,5775,0,44,000000000,084,0014319,0014319,000,10142019,N,I,N,S,,,EE
57754485EES,005,5775,0,44,000000000,085,0014378,0014378,000,10142019,N,I,N,S,,,EE
57754486EES,005,5775,0,44,000000000,086,0014378,0014378,000,10142019,N,I,N,S,,,EE
57754487EES,005,5775,0,44,000000000,087,0014378,0014378,000,10142019,N,I,N,S,,,EE
57754488EES,005,5775,0,44,000000000,088,0014378,0014378,000,10142019,N,I,N,S,,,EE
57754489EES,005,5775,0,44,000000000,089,0014378,0014378,000,10142019,N,I,N,S,,,EE
57754490EES,005,5775,0,44,000000000,090,0015024,0015024,000,10142019,N,I,N,S,,,EE
57754491EES,005,5775,0,44,000000000,091,0015024,0015024,000,10142019,N,I,N,S,,,EE
57754492EES,005,5775,0,44,000000000,092,0015024,0015024,000,10142019,N,I,N,S,,,EE
57754493EES,005,5775,0,44,000000000,093,0015024,0015024,000,10142019,N,I,N,S,,,EE
57754494EES,005,5775,0,44,000000000,094,0015024,0015024,000,10142019,N,I,N,S,,,EE
57754495EES,005,5775,0,44,000000000,095,0015309,0015309,000,10142019,N,I,N,S,,,EE
57754496EES,005,5775,0,44,000000000,096,0015309,0015309,000,10142019,N,I,N,S,,,EE
57754497EES,005,5775,0,44,000000000,097,0015309,0015309,000,10142019,N,I,N,S,,,EE
57754498EES,005,5775,0,44,000000000,098,0015309,0015309,000,10142019,N,I,N,S,,,EE
57754499EES,005,5775,0,44,000000000,099,0015309,0015309,000,10142019,N,I,N,S,,,EE
57754418ESS,005,5775,0,44,000000000,018,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754419ESS,005,5775,0,44,000000000,019,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754420ESS,005,5775,0,44,000000000,020,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754421ESS,005,5775,0,44,000000000,021,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754422ESS,005,5775,0,44,000000000,022,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754423ESS,005,5775,0,44,000000000,023,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754424ESS,005,5775,0,44,000000000,024,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754425ESS,005,5775,0,44,000000000,025,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754426ESS,005,5775,0,44,000000000,026,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754427ESS,005,5775,0,44,000000000,027,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754428ESS,005,5775,0,44,000000000,028,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754429ESS,005,5775,0,44,000000000,029,0000984,0000984,000,10142019,N,I,N,S,,,ES
57754430ESS,005,5775,0,44,000000000,030,0001867,0001867,000,10142019,N,I,N,S,,,ES
57754431ESS,005,5775,0,44,000000000,031,0001867,0001867,000,10142019,N,I,N,S,,,ES
57754432ESS,005,5775,0,44,000000000,032,0001867,0001867,000,10142019,N,I,N,S,,,ES
57754433ESS,005,5775,0,44,000000000,033,0001867,0001867,000,10142019,N,I,N,S,,,ES
57754434ESS,005,5775,0,44,000000000,034,0001867,0001867,000,10142019,N,I,N,S,,,ES
57754435ESS,005,5775,0,44,000000000,035,0002728,0002728,000,10142019,N,I,N,S,,,ES
57754436ESS,005,5775,0,44,000000000,036,0002728,0002728,000,10142019,N,I,N,S,,,ES
57754437ESS,005,5775,0,44,000000000,037,0002728,0002728,000,10142019,N,I,N,S,,,ES
57754438ESS,005,5775,0,44,000000000,038,0002728,0002728,000,10142019,N,I,N,S,,,ES
57754439ESS,005,5775,0,44,000000000,039,0002728,0002728,000,10142019,N,I,N,S,,,ES
57754440ESS,005,5775,0,44,000000000,040,0003871,0003871,000,10142019,N,I,N,S,,,ES
57754441ESS,005,5775,0,44,000000000,041,0003871,0003871,000,10142019,N,I,N,S,,,ES
57754442ESS,005,5775,0,44,000000000,042,0003871,0003871,000,10142019,N,I,N,S,,,ES
57754443ESS,005,5775,0,44,000000000,043,0003871,0003871,000,10142019,N,I,N,S,,,ES
57754444ESS,005,5775,0,44,000000000,044,0003871,0003871,000,10142019,N,I,N,S,,,ES
57754445ESS,005,5775,0,44,000000000,045,0005545,0005545,000,10142019,N,I,N,S,,,ES
57754446ESS,005,5775,0,44,000000000,046,0005545,0005545,000,10142019,N,I,N,S,,,ES
57754447ESS,005,5775,0,44,000000000,047,0005545,0005545,000,10142019,N,I,N,S,,,ES
57754448ESS,005,5775,0,44,000000000,048,0005545,0005545,000,10142019,N,I,N,S,,,ES
57754449ESS,005,5775,0,44,000000000,049,0005545,0005545,000,10142019,N,I,N,S,,,ES
57754450ESS,005,5775,0,44,000000000,050,0007922,0007922,000,10142019,N,I,N,S,,,ES
57754451ESS,005,5775,0,44,000000000,051,0007922,0007922,000,10142019,N,I,N,S,,,ES
57754452ESS,005,5775,0,44,000000000,052,0007922,0007922,000,10142019,N,I,N,S,,,ES
57754453ESS,005,5775,0,44,000000000,053,0007922,0007922,000,10142019,N,I,N,S,,,ES
57754454ESS,005,5775,0,44,000000000,054,0007922,0007922,000,10142019,N,I,N,S,,,ES
57754455ESS,005,5775,0,44,000000000,055,0010454,0010454,000,10142019,N,I,N,S,,,ES
57754456ESS,005,5775,0,44,000000000,056,0010454,0010454,000,10142019,N,I,N,S,,,ES
57754457ESS,005,5775,0,44,000000000,057,0010454,0010454,000,10142019,N,I,N,S,,,ES
57754458ESS,005,5775,0,44,000000000,058,0010454,0010454,000,10142019,N,I,N,S,,,ES
57754459ESS,005,5775,0,44,000000000,059,0010454,0010454,000,10142019,N,I,N,S,,,ES
57754460ESS,005,5775,0,44,000000000,060,0013549,0013549,000,10142019,N,I,N,S,,,ES
57754461ESS,005,5775,0,44,000000000,061,0013549,0013549,000,10142019,N,I,N,S,,,ES
57754462ESS,005,5775,0,44,000000000,062,0013549,0013549,000,10142019,N,I,N,S,,,ES
57754463ESS,005,5775,0,44,000000000,063,0013549,0013549,000,10142019,N,I,N,S,,,ES
57754464ESS,005,5775,0,44,000000000,064,0013549,0013549,000,10142019,N,I,N,S,,,ES
57754465ESS,005,5775,0,44,000000000,065,0018322,0018322,000,10142019,N,I,N,S,,,ES
57754466ESS,005,5775,0,44,000000000,066,0018322,0018322,000,10142019,N,I,N,S,,,ES
57754467ESS,005,5775,0,44,000000000,067,0018322,0018322,000,10142019,N,I,N,S,,,ES
57754468ESS,005,5775,0,44,000000000,068,0018322,0018322,000,10142019,N,I,N,S,,,ES
57754469ESS,005,5775,0,44,000000000,069,0018322,0018322,000,10142019,N,I,N,S,,,ES
57754470ESS,005,5775,0,44,000000000,070,0022862,0022862,000,10142019,N,I,N,S,,,ES
57754471ESS,005,5775,0,44,000000000,071,0022862,0022862,000,10142019,N,I,N,S,,,ES
57754472ESS,005,5775,0,44,000000000,072,0022862,0022862,000,10142019,N,I,N,S,,,ES
57754473ESS,005,5775,0,44,000000000,073,0022862,0022862,000,10142019,N,I,N,S,,,ES
57754474ESS,005,5775,0,44,000000000,074,0022862,0022862,000,10142019,N,I,N,S,,,ES
57754475ESS,005,5775,0,44,000000000,075,0026728,0026728,000,10142019,N,I,N,S,,,ES
57754476ESS,005,5775,0,44,000000000,076,0026728,0026728,000,10142019,N,I,N,S,,,ES
57754477ESS,005,5775,0,44,000000000,077,0026728,0026728,000,10142019,N,I,N,S,,,ES
57754478ESS,005,5775,0,44,000000000,078,0026728,0026728,000,10142019,N,I,N,S,,,ES
57754479ESS,005,5775,0,44,000000000,079,0026728,0026728,000,10142019,N,I,N,S,,,ES
57754480ESS,005,5775,0,44,000000000,080,0028992,0028992,000,10142019,N,I,N,S,,,ES
57754481ESS,005,5775,0,44,000000000,081,0028992,0028992,000,10142019,N,I,N,S,,,ES
57754482ESS,005,5775,0,44,000000000,082,0028992,0028992,000,10142019,N,I,N,S,,,ES
57754483ESS,005,5775,0,44,000000000,083,0028992,0028992,000,10142019,N,I,N,S,,,ES
57754484ESS,005,5775,0,44,000000000,084,0028992,0028992,000,10142019,N,I,N,S,,,ES
57754485ESS,005,5775,0,44,000000000,085,0029217,0029217,000,10142019,N,I,N,S,,,ES
57754486ESS,005,5775,0,44,000000000,086,0029217,0029217,000,10142019,N,I,N,S,,,ES
57754487ESS,005,5775,0,44,000000000,087,0029217,0029217,000,10142019,N,I,N,S,,,ES
57754488ESS,005,5775,0,44,000000000,088,0029217,0029217,000,10142019,N,I,N,S,,,ES
57754489ESS,005,5775,0,44,000000000,089,0029217,0029217,000,10142019,N,I,N,S,,,ES
57754490ESS,005,5775,0,44,000000000,090,0030408,0030408,000,10142019,N,I,N,S,,,ES
57754491ESS,005,5775,0,44,000000000,091,0030408,0030408,000,10142019,N,I,N,S,,,ES
57754492ESS,005,5775,0,44,000000000,092,0030408,0030408,000,10142019,N,I,N,S,,,ES
57754493ESS,005,5775,0,44,000000000,093,0030408,0030408,000,10142019,N,I,N,S,,,ES
57754494ESS,005,5775,0,44,000000000,094,0030408,0030408,000,10142019,N,I,N,S,,,ES
57754495ESS,005,5775,0,44,000000000,095,0031104,0031104,000,10142019,N,I,N,S,,,ES
57754496ESS,005,5775,0,44,000000000,096,0031104,0031104,000,10142019,N,I,N,S,,,ES
57754497ESS,005,5775,0,44,000000000,097,0031104,0031104,000,10142019,N,I,N,S,,,ES
57754498ESS,005,5775,0,44,000000000,098,0031104,0031104,000,10142019,N,I,N,S,,,ES
57754499ESS,005,5775,0,44,000000000,099,0031104,0031104,000,10142019,N,I,N,S,,,ES
577544181FS,005,5775,0,44,000000000,018,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544191FS,005,5775,0,44,000000000,019,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544201FS,005,5775,0,44,000000000,020,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544211FS,005,5775,0,44,000000000,021,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544221FS,005,5775,0,44,000000000,022,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544231FS,005,5775,0,44,000000000,023,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544241FS,005,5775,0,44,000000000,024,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544251FS,005,5775,0,44,000000000,025,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544261FS,005,5775,0,44,000000000,026,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544271FS,005,5775,0,44,000000000,027,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544281FS,005,5775,0,44,000000000,028,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544291FS,005,5775,0,44,000000000,029,0000627,0000627,000,10142019,N,I,N,S,,,1F
577544301FS,005,5775,0,44,000000000,030,0001131,0001131,000,10142019,N,I,N,S,,,1F
577544311FS,005,5775,0,44,000000000,031,0001131,0001131,000,10142019,N,I,N,S,,,1F
577544321FS,005,5775,0,44,000000000,032,0001131,0001131,000,10142019,N,I,N,S,,,1F
577544331FS,005,5775,0,44,000000000,033,0001131,0001131,000,10142019,N,I,N,S,,,1F
577544341FS,005,5775,0,44,000000000,034,0001131,0001131,000,10142019,N,I,N,S,,,1F
577544351FS,005,5775,0,44,000000000,035,0001602,0001602,000,10142019,N,I,N,S,,,1F
577544361FS,005,5775,0,44,000000000,036,0001602,0001602,000,10142019,N,I,N,S,,,1F
577544371FS,005,5775,0,44,000000000,037,0001602,0001602,000,10142019,N,I,N,S,,,1F
577544381FS,005,5775,0,44,000000000,038,0001602,0001602,000,10142019,N,I,N,S,,,1F
577544391FS,005,5775,0,44,000000000,039,0001602,0001602,000,10142019,N,I,N,S,,,1F
577544401FS,005,5775,0,44,000000000,040,0002218,0002218,000,10142019,N,I,N,S,,,1F
577544411FS,005,5775,0,44,000000000,041,0002218,0002218,000,10142019,N,I,N,S,,,1F
577544421FS,005,5775,0,44,000000000,042,0002218,0002218,000,10142019,N,I,N,S,,,1F
577544431FS,005,5775,0,44,000000000,043,0002218,0002218,000,10142019,N,I,N,S,,,1F
577544441FS,005,5775,0,44,000000000,044,0002218,0002218,000,10142019,N,I,N,S,,,1F
577544451FS,005,5775,0,44,000000000,045,0003183,0003183,000,10142019,N,I,N,S,,,1F
577544461FS,005,5775,0,44,000000000,046,0003183,0003183,000,10142019,N,I,N,S,,,1F
577544471FS,005,5775,0,44,000000000,047,0003183,0003183,000,10142019,N,I,N,S,,,1F
577544481FS,005,5775,0,44,000000000,048,0003183,0003183,000,10142019,N,I,N,S,,,1F
577544491FS,005,5775,0,44,000000000,049,0003183,0003183,000,10142019,N,I,N,S,,,1F
577544501FS,005,5775,0,44,000000000,050,0004309,0004309,000,10142019,N,I,N,S,,,1F
577544511FS,005,5775,0,44,000000000,051,0004309,0004309,000,10142019,N,I,N,S,,,1F
577544521FS,005,5775,0,44,000000000,052,0004309,0004309,000,10142019,N,I,N,S,,,1F
577544531FS,005,5775,0,44,000000000,053,0004309,0004309,000,10142019,N,I,N,S,,,1F
577544541FS,005,5775,0,44,000000000,054,0004309,0004309,000,10142019,N,I,N,S,,,1F
577544551FS,005,5775,0,44,000000000,055,0005598,0005598,000,10142019,N,I,N,S,,,1F
577544561FS,005,5775,0,44,000000000,056,0005598,0005598,000,10142019,N,I,N,S,,,1F
577544571FS,005,5775,0,44,000000000,057,0005598,0005598,000,10142019,N,I,N,S,,,1F
577544581FS,005,5775,0,44,000000000,058,0005598,0005598,000,10142019,N,I,N,S,,,1F
577544591FS,005,5775,0,44,000000000,059,0005598,0005598,000,10142019,N,I,N,S,,,1F
577544601FS,005,5775,0,44,000000000,060,0007248,0007248,000,10142019,N,I,N,S,,,1F
577544611FS,005,5775,0,44,000000000,061,0007248,0007248,000,10142019,N,I,N,S,,,1F
577544621FS,005,5775,0,44,000000000,062,0007248,0007248,000,10142019,N,I,N,S,,,1F
577544631FS,005,5775,0,44,000000000,063,0007248,0007248,000,10142019,N,I,N,S,,,1F
577544641FS,005,5775,0,44,000000000,064,0007248,0007248,000,10142019,N,I,N,S,,,1F
577544651FS,005,5775,0,44,000000000,065,0009742,0009742,000,10142019,N,I,N,S,,,1F
577544661FS,005,5775,0,44,000000000,066,0009742,0009742,000,10142019,N,I,N,S,,,1F
