lookup,comp,plan,sex,state,units,age,inprem,reprem,area,effdate,areach,agetype,comm,tobacco,class,ratetype,emptype
57894497EES,005,5789,0,44,000000000,097,0000031,0000031,000,10142019,N,I,N,S,,,EE
57894498EES,005,5789,0,44,000000000,098,0000031,0000031,000,10142019,N,I,N,S,,,EE
57894499EES,005,5789,0,44,000000000,099,0000031,0000031,000,10142019,N,I,N,S,,,EE
57894418ESS,005,5789,0,44,000000000,018,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894419ESS,005,5789,0,44,000000000,019,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894420ESS,005,5789,0,44,000000000,020,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894421ESS,005,5789,0,44,000000000,021,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894422ESS,005,5789,0,44,000000000,022,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894423ESS,005,5789,0,44,000000000,023,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894424ESS,005,5789,0,44,000000000,024,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894425ESS,005,5789,0,44,000000000,025,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894426ESS,005,5789,0,44,000000000,026,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894427ESS,005,5789,0,44,000000000,027,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894428ESS,005,5789,0,44,000000000,028,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894429ESS,005,5789,0,44,000000000,029,0000061,0000061,000,10142019,N,I,N,S,,,ES
57894430ESS,005,5789,0,44,000000000,030,0000116,0000116,000,10142019,N,I,N,S,,,ES
57894431ESS,005,5789,0,44,000000000,031,0000116,0000116,000,10142019,N,I,N,S,,,ES
57894432ESS,005,5789,0,44,000000000,032,0000116,0000116,000,10142019,N,I,N,S,,,ES
57894433ESS,005,5789,0,44,000000000,033,0000116,0000116,000,10142019,N,I,N,S,,,ES
57894434ESS,005,5789,0,44,000000000,034,0000116,0000116,000,10142019,N,I,N,S,,,ES
57894435ESS,005,5789,0,44,000000000,035,0000170,0000170,000,10142019,N,I,N,S,,,ES
57894436ESS,005,5789,0,44,000000000,036,0000170,0000170,000,10142019,N,I,N,S,,,ES
57894437ESS,005,5789,0,44,000000000,037,0000170,0000170,000,10142019,N,I,N,S,,,ES
57894438ESS,005,5789,0,44,000000000,038,0000170,0000170,000,10142019,N,I,N,S,,,ES
57894439ESS,005,5789,0,44,000000000,039,0000170,0000170,000,10142019,N,I,N,S,,,ES
57894440ESS,005,5789,0,44,000000000,040,0000244,0000244,000,10142019,N,I,N,S,,,ES
57894441ESS,005,5789,0,44,000000000,041,0000244,0000244,000,10142019,N,I,N,S,,,ES
57894442ESS,005,5789,0,44,000000000,042,0000244,0000244,000,10142019,N,I,N,S,,,ES
57894443ESS,005,5789,0,44,000000000,043,0000244,0000244,000,10142019,N,I,N,S,,,ES
57894444ESS,005,5789,0,44,000000000,044,0000244,0000244,000,10142019,N,I,N,S,,,ES
57894445ESS,005,5789,0,44,000000000,045,0000354,0000354,000,10142019,N,I,N,S,,,ES
57894446ESS,005,5789,0,44,000000000,046,0000354,0000354,000,10142019,N,I,N,S,,,ES
57894447ESS,005,5789,0,44,000000000,047,0000354,0000354,000,10142019,N,I,N,S,,,ES
57894448ESS,005,5789,0,44,000000000,048,0000354,0000354,000,10142019,N,I,N,S,,,ES
57894449ESS,005,5789,0,44,000000000,049,0000354,0000354,000,10142019,N,I,N,S,,,ES
57894450ESS,005,5789,0,44,000000000,050,0000509,0000509,000,10142019,N,I,N,S,,,ES
57894451ESS,005,5789,0,44,000000000,051,0000509,0000509,000,10142019,N,I,N,S,,,ES
57894452ESS,005,5789,0,44,000000000,052,0000509,0000509,000,10142019,N,I,N,S,,,ES
57894453ESS,005,5789,0,44,000000000,053,0000509,0000509,000,10142019,N,I,N,S,,,ES
57894454ESS,005,5789,0,44,000000000,054,0000509,0000509,000,10142019,N,I,N,S,,,ES
57894455ESS,005,5789,0,44,000000000,055,0000669,0000669,000,10142019,N,I,N,S,,,ES
57894456ESS,005,5789,0,44,000000000,056,0000669,0000669,000,10142019,N,I,N,S,,,ES
57894457ESS,005,5789,0,44,000000000,057,0000669,0000669,000,10142019,N,I,N,S,,,ES
57894458ESS,005,5789,0,44,000000000,058,0000669,0000669,000,10142019,N,I,N,S,,,ES
57894459ESS,005,5789,0,44,000000000,059,0000669,0000669,000,10142019,N,I,N,S,,,ES
57894460ESS,005,5789,0,44,000000000,060,0000848,0000848,000,10142019,N,I,N,S,,,ES
57894461ESS,005,5789,0,44,000000000,061,0000848,0000848,000,10142019,N,I,N,S,,,ES
57894462ESS,005,5789,0,44,000000000,062,0000848,0000848,000,10142019,N,I,N,S,,,ES
57894463ESS,005,5789,0,44,000000000,063,0000848,0000848,000,10142019,N,I,N,S,,,ES
57894464ESS,005,5789,0,44,000000000,064,0000848,0000848,000,10142019,N,I,N,S,,,ES
57894465ESS,005,5789,0,44,000000000,065,0001104,0001104,000,10142019,N,I,N,S,,,ES
57894466ESS,005,5789,0,44,000000000,066,0001104,0001104,000,10142019,N,I,N,S,,,ES
57894467ESS,005,5789,0,44,000000000,067,0001104,0001104,000,10142019,N,I,N,S,,,ES
57894468ESS,005,5789,0,44,000000000,068,0001104,0001104,000,10142019,N,I,N,S,,,ES
57894469ESS,005,5789,0,44,000000000,069,0001104,0001104,000,10142019,N,I,N,S,,,ES
57894470ESS,005,5789,0,44,000000000,070,0001300,0001300,000,10142019,N,I,N,S,,,ES
57894471ESS,005,5789,0,44,000000000,071,0001300,0001300,000,10142019,N,I,N,S,,,ES
57894472ESS,005,5789,0,44,000000000,072,0001300,0001300,000,10142019,N,I,N,S,,,ES
57894473ESS,005,5789,0,44,000000000,073,0001300,0001300,000,10142019,N,I,N,S,,,ES
57894474ESS,005,5789,0,44,000000000,074,0001300,0001300,000,10142019,N,I,N,S,,,ES
57894475ESS,005,5789,0,44,000000000,075,0001413,0001413,000,10142019,N,I,N,S,,,ES
57894476ESS,005,5789,0,44,000000000,076,0001413,0001413,000,10142019,N,I,N,S,,,ES
57894477ESS,005,5789,0,44,000000000,077,0001413,0001413,000,10142019,N,I,N,S,,,ES
57894478ESS,005,5789,0,44,000000000,078,0001413,0001413,000,10142019,N,I,N,S,,,ES
57894479ESS,005,5789,0,44,000000000,079,0001413,0001413,000,10142019,N,I,N,S,,,ES
57894480ESS,005,5789,0,44,000000000,080,0001391,0001391,000,10142019,N,I,N,S,,,ES
57894481ESS,005,5789,0,44,000000000,081,0001391,0001391,000,10142019,N,I,N,S,,,ES
57894482ESS,005,5789,0,44,000000000,082,0001391,0001391,000,10142019,N,I,N,S,,,ES
57894483ESS,005,5789,0,44,000000000,083,0001391,0001391,000,10142019,N,I,N,S,,,ES
57894484ESS,005,5789,0,44,000000000,084,0001391,0001391,000,10142019,N,I,N,S,,,ES
57894485ESS,005,5789,0,44,000000000,085,0001203,0001203,000,10142019,N,I,N,S,,,ES
57894486ESS,005,5789,0,44,000000000,086,0001203,0001203,000,10142019,N,I,N,S,,,ES
57894487ESS,005,5789,0,44,000000000,087,0001203,0001203,000,10142019,N,I,N,S,,,ES
57894488ESS,005,5789,0,44,000000000,088,0001203,0001203,000,10142019,N,I,N,S,,,ES
57894489ESS,005,5789,0,44,000000000,089,0001203,0001203,000,10142019,N,I,N,S,,,ES
57894490ESS,005,5789,0,44,000000000,090,0000901,0000901,000,10142019,N,I,N,S,,,ES
57894491ESS,005,5789,0,44,000000000,091,0000901,0000901,000,10142019,N,I,N,S,,,ES
57894492ESS,005,5789,0,44,000000000,092,0000901,0000901,000,10142019,N,I,N,S,,,ES
57894493ESS,005,5789,0,44,000000000,093,0000901,0000901,000,10142019,N,I,N,S,,,ES
57894494ESS,005,5789,0,44,000000000,094,0000901,0000901,000,10142019,N,I,N,S,,,ES
57894495ESS,005,5789,0,44,000000000,095,0000293,0000293,000,10142019,N,I,N,S,,,ES
57894496ESS,005,5789,0,44,000000000,096,0000293,0000293,000,10142019,N,I,N,S,,,ES
57894497ESS,005,5789,0,44,000000000,097,0000293,0000293,000,10142019,N,I,N,S,,,ES
57894498ESS,005,5789,0,44,000000000,098,0000293,0000293,000,10142019,N,I,N,S,,,ES
57894499ESS,005,5789,0,44,000000000,099,0000293,0000293,000,10142019,N,I,N,S,,,ES
578944181FS,005,5789,0,44,000000000,018,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944191FS,005,5789,0,44,000000000,019,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944201FS,005,5789,0,44,000000000,020,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944211FS,005,5789,0,44,000000000,021,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944221FS,005,5789,0,44,000000000,022,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944231FS,005,5789,0,44,000000000,023,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944241FS,005,5789,0,44,000000000,024,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944251FS,005,5789,0,44,000000000,025,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944261FS,005,5789,0,44,000000000,026,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944271FS,005,5789,0,44,000000000,027,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944281FS,005,5789,0,44,000000000,028,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944291FS,005,5789,0,44,000000000,029,0000044,0000044,000,10142019,N,I,N,S,,,1F
578944301FS,005,5789,0,44,000000000,030,0000076,0000076,000,10142019,N,I,N,S,,,1F
578944311FS,005,5789,0,44,000000000,031,0000076,0000076,000,10142019,N,I,N,S,,,1F
578944321FS,005,5789,0,44,000000000,032,0000076,0000076,000,10142019,N,I,N,S,,,1F
578944331FS,005,5789,0,44,000000000,033,0000076,0000076,000,10142019,N,I,N,S,,,1F
578944341FS,005,5789,0,44,000000000,034,0000076,0000076,000,10142019,N,I,N,S,,,1F
578944351FS,005,5789,0,44,000000000,035,0000107,0000107,000,10142019,N,I,N,S,,,1F
578944361FS,005,5789,0,44,000000000,036,0000107,0000107,000,10142019,N,I,N,S,,,1F
578944371FS,005,5789,0,44,000000000,037,0000107,0000107,000,10142019,N,I,N,S,,,1F
578944381FS,005,5789,0,44,000000000,038,0000107,0000107,000,10142019,N,I,N,S,,,1F
578944391FS,005,5789,0,44,000000000,039,0000107,0000107,000,10142019,N,I,N,S,,,1F
578944401FS,005,5789,0,44,000000000,040,0000147,0000147,000,10142019,N,I,N,S,,,1F
578944411FS,005,5789,0,44,000000000,041,0000147,0000147,000,10142019,N,I,N,S,,,1F
578944421FS,005,5789,0,44,000000000,042,0000147,0000147,000,10142019,N,I,N,S,,,1F
578944431FS,005,5789,0,44,000000000,043,0000147,0000147,000,10142019,N,I,N,S,,,1F
578944441FS,005,5789,0,44,000000000,044,0000147,0000147,000,10142019,N,I,N,S,,,1F
578944451FS,005,5789,0,44,000000000,045,0000210,0000210,000,10142019,N,I,N,S,,,1F
578944461FS,005,5789,0,44,000000000,046,0000210,0000210,000,10142019,N,I,N,S,,,1F
578944471FS,005,5789,0,44,000000000,047,0000210,0000210,000,10142019,N,I,N,S,,,1F
578944481FS,005,5789,0,44,000000000,048,0000210,0000210,000,10142019,N,I,N,S,,,1F
578944491FS,005,5789,0,44,000000000,049,0000210,0000210,000,10142019,N,I,N,S,,,1F
578944501FS,005,5789,0,44,000000000,050,0000283,0000283,000,10142019,N,I,N,S,,,1F
578944511FS,005,5789,0,44,000000000,051,0000283,0000283,000,10142019,N,I,N,S,,,1F
578944521FS,005,5789,0,44,000000000,052,0000283,0000283,000,10142019,N,I,N,S,,,1F
578944531FS,005,5789,0,44,000000000,053,0000283,0000283,000,10142019,N,I,N,S,,,1F
578944541FS,005,5789,0,44,000000000,054,0000283,0000283,000,10142019,N,I,N,S,,,1F
578944551FS,005,5789,0,44,000000000,055,0000361,0000361,000,10142019,N,I,N,S,,,1F
578944561FS,005,5789,0,44,000000000,056,0000361,0000361,000,10142019,N,I,N,S,,,1F
578944571FS,005,5789,0,44,000000000,057,0000361,0000361,000,10142019,N,I,N,S,,,1F
578944581FS,005,5789,0,44,000000000,058,0000361,0000361,000,10142019,N,I,N,S,,,1F
578944591FS,005,5789,0,44,000000000,059,0000361,0000361,000,10142019,N,I,N,S,,,1F
578944601FS,005,5789,0,44,000000000,060,0000453,0000453,000,10142019,N,I,N,S,,,1F
578944611FS,005,5789,0,44,000000000,061,0000453,0000453,000,10142019,N,I,N,S,,,1F
578944621FS,005,5789,0,44,000000000,062,0000453,0000453,000,10142019,N,I,N,S,,,1F
578944631FS,005,5789,0,44,000000000,063,0000453,0000453,000,10142019,N,I,N,S,,,1F
578944641FS,005,5789,0,44,000000000,064,0000453,0000453,000,10142019,N,I,N,S,,,1F
578944651FS,005,5789,0,44,000000000,065,0000582,0000582,000,10142019,N,I,N,S,,,1F
578944661FS,005,5789,0,44,000000000,066,0000582,0000582,000,10142019,N,I,N,S,,,1F
578944671FS,005,5789,0,44,000000000,067,0000582,0000582,000,10142019,N,I,N,S,,,1F
578944681FS,005,5789,0,44,000000000,068,0000582,0000582,000,10142019,N,I,N,S,,,1F
578944691FS,005,5789,0,44,000000000,069,0000582,0000582,000,10142019,N,I,N,S,,,1F
578944701FS,005,5789,0,44,000000000,070,0000665,0000665,000,10142019,N,I,N,S,,,1F
578944711FS,005,5789,0,44,000000000,071,0000665,0000665,000,10142019,N,I,N,S,,,1F
578944721FS,005,5789,0,44,000000000,072,0000665,0000665,000,10142019,N,I,N,S,,,1F
578944731FS,005,5789,0,44,000000000,073,0000665,0000665,000,10142019,N,I,N,S,,,1F
578944741FS,005,5789,0,44,000000000,074,0000665,0000665,000,10142019,N,I,N,S,,,1F
578944751FS,005,5789,0,44,000000000,075,0000706,0000706,000,10142019,N,I,N,S,,,1F
578944761FS,005,5789,0,44,000000000,076,0000706,0000706,000,10142019,N,I,N,S,,,1F
578944771FS,005,5789,0,44,000000000,077,0000706,0000706,000,10142019,N,I,N,S,,,1F
578944781FS,005,5789,0,44,000000000,078,0000706,0000706,000,10142019,N,I,N,S,,,1F
578944791FS,005,5789,0,44,000000000,079,0000706,0000706,000,10142019,N,I,N,S,,,1F
578944801FS,005,5789,0,44,000000000,080,0000661,0000661,000,10142019,N,I,N,S,,,1F
578944811FS,005,5789,0,44,000000000,081,0000661,0000661,000,10142019,N,I,N,S,,,1F
578944821FS,005,5789,0,44,000000000,082,0000661,0000661,000,10142019,N,I,N,S,,,1F
578944831FS,005,5789,0,44,000000000,083,0000661,0000661,000,10142019,N,I,N,S,,,1F
578944841FS,005,5789,0,44,000000000,084,0000661,0000661,000,10142019,N,I,N,S,,,1F
578944851FS,005,5789,0,44,000000000,085,0000547,0000547,000,10142019,N,I,N,S,,,1F
578944861FS,005,5789,0,44,000000000,086,0000547,0000547,000,10142019,N,I,N,S,,,1F
578944871FS,005,5789,0,44,000000000,087,0000547,0000547,000,10142019,N,I,N,S,,,1F
578944881FS,005,5789,0,44,000000000,088,0000547,0000547,000,10142019,N,I,N,S,,,1F
578944891FS,005,5789,0,44,000000000,089,0000547,0000547,000,10142019,N,I,N,S,,,1F
578944901FS,005,5789,0,44,000000000,090,0000365,0000365,000,10142019,N,I,N,S,,,1F
578944911FS,005,5789,0,44,000000000,091,0000365,0000365,000,10142019,N,I,N,S,,,1F
578944921FS,005,5789,0,44,000000000,092,0000365,0000365,000,10142019,N,I,N,S,,,1F
578944931FS,005,5789,0,44,000000000,093,0000365,0000365,000,10142019,N,I,N,S,,,1F
578944941FS,005,5789,0,44,000000000,094,0000365,0000365,000,10142019,N,I,N,S,,,1F
578944951FS,005,5789,0,44,000000000,095,0000037,0000037,000,10142019,N,I,N,S,,,1F
578944961FS,005,5789,0,44,000000000,096,0000037,0000037,000,10142019,N,I,N,S,,,1F
578944971FS,005,5789,0,44,000000000,097,0000037,0000037,000,10142019,N,I,N,S,,,1F
578944981FS,005,5789,0,44,000000000,098,0000037,0000037,000,10142019,N,I,N,S,,,1F
578944991FS,005,5789,0,44,000000000,099,0000037,0000037,000,10142019,N,I,N,S,,,1F
578944182FS,005,5789,0,44,000000000,018,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944192FS,005,5789,0,44,000000000,019,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944202FS,005,5789,0,44,000000000,020,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944212FS,005,5789,0,44,000000000,021,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944222FS,005,5789,0,44,000000000,022,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944232FS,005,5789,0,44,000000000,023,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944242FS,005,5789,0,44,000000000,024,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944252FS,005,5789,0,44,000000000,025,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944262FS,005,5789,0,44,000000000,026,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944272FS,005,5789,0,44,000000000,027,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944282FS,005,5789,0,44,000000000,028,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944292FS,005,5789,0,44,000000000,029,0000071,0000071,000,10142019,N,I,N,S,,,2F
578944302FS,005,5789,0,44,000000000,030,0000129,0000129,000,10142019,N,I,N,S,,,2F
578944312FS,005,5789,0,44,000000000,031,0000129,0000129,000,10142019,N,I,N,S,,,2F
578944322FS,005,5789,0,44,000000000,032,0000129,0000129,000,10142019,N,I,N,S,,,2F
578944332FS,005,5789,0,44,000000000,033,0000129,0000129,000,10142019,N,I,N,S,,,2F
578944342FS,005,5789,0,44,000000000,034,0000129,0000129,000,10142019,N,I,N,S,,,2F
578944352FS,005,5789,0,44,000000000,035,0000184,0000184,000,10142019,N,I,N,S,,,2F
578944362FS,005,5789,0,44,000000000,036,0000184,0000184,000,10142019,N,I,N,S,,,2F
578944372FS,005,5789,0,44,000000000,037,0000184,0000184,000,10142019,N,I,N,S,,,2F
578944382FS,005,5789,0,44,000000000,038,0000184,0000184,000,10142019,N,I,N,S,,,2F
578944392FS,005,5789,0,44,000000000,039,0000184,0000184,000,10142019,N,I,N,S,,,2F
578944402FS,005,5789,0,44,000000000,040,0000257,0000257,000,10142019,N,I,N,S,,,2F
578944412FS,005,5789,0,44,000000000,041,0000257,0000257,000,10142019,N,I,N,S,,,2F
578944422FS,005,5789,0,44,000000000,042,0000257,0000257,000,10142019,N,I,N,S,,,2F
578944432FS,005,5789,0,44,000000000,043,0000257,0000257,000,10142019,N,I,N,S,,,2F
578944442FS,005,5789,0,44,000000000,044,0000257,0000257,000,10142019,N,I,N,S,,,2F
578944452FS,005,5789,0,44,000000000,045,0000367,0000367,000,10142019,N,I,N,S,,,2F
578944462FS,005,5789,0,44,000000000,046,0000367,0000367,000,10142019,N,I,N,S,,,2F
578944472FS,005,5789,0,44,000000000,047,0000367,0000367,000,10142019,N,I,N,S,,,2F
578944482FS,005,5789,0,44,000000000,048,0000367,0000367,000,10142019,N,I,N,S,,,2F
578944492FS,005,5789,0,44,000000000,049,0000367,0000367,000,10142019,N,I,N,S,,,2F
578944502FS,005,5789,0,44,000000000,050,0000521,0000521,000,10142019,N,I,N,S,,,2F
578944512FS,005,5789,0,44,000000000,051,0000521,0000521,000,10142019,N,I,N,S,,,2F
578944522FS,005,5789,0,44,000000000,052,0000521,0000521,000,10142019,N,I,N,S,,,2F
578944532FS,005,5789,0,44,000000000,053,0000521,0000521,000,10142019,N,I,N,S,,,2F
578944542FS,005,5789,0,44,000000000,054,0000521,0000521,000,10142019,N,I,N,S,,,2F
578944552FS,005,5789,0,44,000000000,055,0000679,0000679,000,10142019,N,I,N,S,,,2F
578944562FS,005,5789,0,44,000000000,056,0000679,0000679,000,10142019,N,I,N,S,,,2F
578944572FS,005,5789,0,44,000000000,057,0000679,0000679,000,10142019,N,I,N,S,,,2F
578944582FS,005,5789,0,44,000000000,058,0000679,0000679,000,10142019,N,I,N,S,,,2F
578944592FS,005,5789,0,44,000000000,059,0000679,0000679,000,10142019,N,I,N,S,,,2F
578944602FS,005,5789,0,44,000000000,060,0000857,0000857,000,10142019,N,I,N,S,,,2F
578944612FS,005,5789,0,44,000000000,061,0000857,0000857,000,10142019,N,I,N,S,,,2F
578944622FS,005,5789,0,44,000000000,062,0000857,0000857,000,10142019,N,I,N,S,,,2F
578944632FS,005,5789,0,44,000000000,063,0000857,0000857,000,10142019,N,I,N,S,,,2F
578944642FS,005,5789,0,44,000000000,064,0000857,0000857,000,10142019,N,I,N,S,,,2F
578944652FS,005,5789,0,44,000000000,065,0001112,0001112,000,10142019,N,I,N,S,,,2F
578944662FS,005,5789,0,44,000000000,066,0001112,0001112,000,10142019,N,I,N,S,,,2F
578944672FS,005,5789,0,44,000000000,067,0001112,0001112,000,10142019,N,I,N,S,,,2F
578944682FS,005,5789,0,44,000000000,068,0001112,0001112,000,10142019,N,I,N,S,,,2F
578944692FS,005,5789,0,44,000000000,069,0001112,0001112,000,10142019,N,I,N,S,,,2F
578944702FS,005,5789,0,44,000000000,070,0001307,0001307,000,10142019,N,I,N,S,,,2F
578944712FS,005,5789,0,44,000000000,071,0001307,0001307,000,10142019,N,I,N,S,,,2F
578944722FS,005,5789,0,44,000000000,072,0001307,0001307,000,10142019,N,I,N,S,,,2F
578944732FS,005,5789,0,44,000000000,073,0001307,0001307,000,10142019,N,I,N,S,,,2F
578944742FS,005,5789,0,44,000000000,074,0001307,0001307,000,10142019,N,I,N,S,,,2F
578944752FS,005,5789,0,44,000000000,075,0001420,0001420,000,10142019,N,I,N,S,,,2F
578944762FS,005,5789,0,44,000000000,076,0001420,0001420,000,10142019,N,I,N,S,,,2F
578944772FS,005,5789,0,44,000000000,077,0001420,0001420,000,10142019,N,I,N,S,,,2F
578944782FS,005,5789,0,44,000000000,078,0001420,0001420,000,10142019,N,I,N,S,,,2F
578944792FS,005,5789,0,44,000000000,079,0001420,0001420,000,10142019,N,I,N,S,,,2F
578944802FS,005,5789,0,44,000000000,080,0001397,0001397,000,10142019,N,I,N,S,,,2F
578944812FS,005,5789,0,44,000000000,081,0001397,0001397,000,10142019,N,I,N,S,,,2F
578944822FS,005,5789,0,44,000000000,082,0001397,0001397,000,10142019,N,I,N,S,,,2F
578944832FS,005,5789,0,44,000000000,083,0001397,0001397,000,10142019,N,I,N,S,,,2F
578944842FS,005,5789,0,44,000000000,084,0001397,0001397,000,10142019,N,I,N,S,,,2F
578944852FS,005,5789,0,44,000000000,085,0001209,0001209,000,10142019,N,I,N,S,,,2F
578944862FS,005,5789,0,44,000000000,086,0001209,0001209,000,10142019,N,I,N,S,,,2F
578944872FS,005,5789,0,44,000000000,087,0001209,0001209,000,10142019,N,I,N,S,,,2F
578944882FS,005,5789,0,44,000000000,088,0001209,0001209,000,10142019,N,I,N,S,,,2F
578944892FS,005,5789,0,44,000000000,089,0001209,0001209,000,10142019,N,I,N,S,,,2F
578944902FS,005,5789,0,44,000000000,090,0000907,0000907,000,10142019,N,I,N,S,,,2F
578944912FS,005,5789,0,44,000000000,091,0000907,0000907,000,10142019,N,I,N,S,,,2F
578944922FS,005,5789,0,44,000000000,092,0000907,0000907,000,10142019,N,I,N,S,,,2F
578944932FS,005,5789,0,44,000000000,093,0000907,0000907,000,10142019,N,I,N,S,,,2F
578944942FS,005,5789,0,44,000000000,094,0000907,0000907,000,10142019,N,I,N,S,,,2F
578944952FS,005,5789,0,44,000000000,095,0000299,0000299,000,10142019,N,I,N,S,,,2F
578944962FS,005,5789,0,44,000000000,096,0000299,0000299,000,10142019,N,I,N,S,,,2F
578944972FS,005,5789,0,44,000000000,097,0000299,0000299,000,10142019,N,I,N,S,,,2F
578944982FS,005,5789,0,44,000000000,098,0000299,0000299,000,10142019,N,I,N,S,,,2F
578944992FS,005,5789,0,44,000000000,099,0000299,0000299,000,10142019,N,I,N,S,,,2F
57774418EEN,005,5777,0,44,000000000,018,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774419EEN,005,5777,0,44,000000000,019,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774420EEN,005,5777,0,44,000000000,020,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774421EEN,005,5777,0,44,000000000,021,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774422EEN,005,5777,0,44,000000000,022,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774423EEN,005,5777,0,44,000000000,023,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774424EEN,005,5777,0,44,000000000,024,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774425EEN,005,5777,0,44,000000000,025,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774426EEN,005,5777,0,44,000000000,026,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774427EEN,005,5777,0,44,000000000,027,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774428EEN,005,5777,0,44,000000000,028,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774429EEN,005,5777,0,44,000000000,029,0000368,0000368,000,10142019,N,I,N,N,,,EE
57774430EEN,005,5777,0,44,000000000,030,0000730,0000730,000,10142019,N,I,N,N,,,EE
57774431EEN,005,5777,0,44,000000000,031,0000730,0000730,000,10142019,N,I,N,N,,,EE
57774432EEN,005,5777,0,44,000000000,032,0000730,0000730,000,10142019,N,I,N,N,,,EE
57774433EEN,005,5777,0,44,000000000,033,0000730,0000730,000,10142019,N,I,N,N,,,EE
57774434EEN,005,5777,0,44,000000000,034,0000730,0000730,000,10142019,N,I,N,N,,,EE
57774435EEN,005,5777,0,44,000000000,035,0001068,0001068,000,10142019,N,I,N,N,,,EE
57774436EEN,005,5777,0,44,000000000,036,0001068,0001068,000,10142019,N,I,N,N,,,EE
57774437EEN,005,5777,0,44,000000000,037,0001068,0001068,000,10142019,N,I,N,N,,,EE
57774438EEN,005,5777,0,44,000000000,038,0001068,0001068,000,10142019,N,I,N,N,,,EE
57774439EEN,005,5777,0,44,000000000,039,0001068,0001068,000,10142019,N,I,N,N,,,EE
57774440EEN,005,5777,0,44,000000000,040,0001489,0001489,000,10142019,N,I,N,N,,,EE
57774441EEN,005,5777,0,44,000000000,041,0001489,0001489,000,10142019,N,I,N,N,,,EE
57774442EEN,005,5777,0,44,000000000,042,0001489,0001489,000,10142019,N,I,N,N,,,EE
57774443EEN,005,5777,0,44,000000000,043,0001489,0001489,000,10142019,N,I,N,N,,,EE
57774444EEN,005,5777,0,44,000000000,044,0001489,0001489,000,10142019,N,I,N,N,,,EE
57774445EEN,005,5777,0,44,000000000,045,0002096,0002096,000,10142019,N,I,N,N,,,EE
57774446EEN,005,5777,0,44,000000000,046,0002096,0002096,000,10142019,N,I,N,N,,,EE
57774447EEN,005,5777,0,44,000000000,047,0002096,0002096,000,10142019,N,I,N,N,,,EE
57774448EEN,005,5777,0,44,000000000,048,0002096,0002096,000,10142019,N,I,N,N,,,EE
57774449EEN,005,5777,0,44,000000000,049,0002096,0002096,000,10142019,N,I,N,N,,,EE
57774450EEN,005,5777,0,44,000000000,050,0002798,0002798,000,10142019,N,I,N,N,,,EE
57774451EEN,005,5777,0,44,000000000,051,0002798,0002798,000,10142019,N,I,N,N,,,EE
57774452EEN,005,5777,0,44,000000000,052,0002798,0002798,000,10142019,N,I,N,N,,,EE
57774453EEN,005,5777,0,44,000000000,053,0002798,0002798,000,10142019,N,I,N,N,,,EE
57774454EEN,005,5777,0,44,000000000,054,0002798,0002798,000,10142019,N,I,N,N,,,EE
57774455EEN,005,5777,0,44,000000000,055,0003603,0003603,000,10142019,N,I,N,N,,,EE
